Symbol	Name	Price
WNS	WNS (Holdings) Limited	71.27
WNW	Wunong Net Technology	17.94
WOLV	Wolverine Technologies	0
WOR	Worthington Industries	54.28
WORK	Slack Technologies	42.51
WORX	SCWorx	2.07
WOW	WideOpenWest	10.72
WPC	W.P. Carey	67.26
WPF	Foley Trasimene Acquisition	11.13
WPG	Washington Prime Group	12.36
WPM	Wheaton Precious Metals	43.28
WPP	WPP plc	53.44
WPRT	Westport Fuel Systems	7.61
WPX	WPX Energy	0.0
WRAP	Wrap Technologies	5.55
WRB	W.R. Berkley	62.9
WRE	Washington REIT	22.18
WRI	Weingarten Realty Investors	22.7
WRK	WestRock	41.41
WRLD	World Acceptance	139.18
WRN	Western Copper & Gold	1.21
WSBC	WesBanco	29.58
WSBF	Waterstone Financial	18.59
WSC	WillScot	24.99
WSCRF	North American Nickel	0.23
WSFS	WSFS Financial	44.36
WSG	Wanda Sports Group	2.5
WSM	Williams-Sonoma	125.4
WSO	Watsco	244.42
WSO.B	Watsco	262.89
WSR	Whitestone REIT	7.98
WST	West Pharmaceutical Services	297.02
WSTG	Wayside Technology Group	18.08
WSTL	Westell Technologies	0.85
WTBA	West Bancorporation	20.6
WTER	Alkaline Water	1.19
WTFC	Wintrust Financial	61.54
WTI	W&T Offshore	2.48
WTM	White Mountains Insurance Group	1050.22
WTRE	Watford Holdings	34.6
WTRG	Essential Utilities	47.12
WTRH	Waitr Holdings	3.89
WTS	Watts Water Technologies	123.79
WTT	Wireless Telecom Group	1.89
WTTR	Select Energy Services	5.12
WTXR	West Texas Resources	0.11
WU	Western Union	22.61
WVE	Wave Life Sciences	10.48
WVFC	WVS Financial	14.7
WVVI	Willamette Valley Vineyards	7
WW	WW International	24.88
WWD	Woodward	115.18
WWE	World Wrestling Entertainment	57.58
WWR	Westwater Resources	6.87
WWW	Wolverine World Wide	29.39
WY	Weyerhaeuser	32.04
WYND	Wyndham Destinations	45.57
WYNN	Wynn Resorts	101.76
WYY	WidePoint	12.71
X	United States Steel	18.15
XAIR	Beyond Air	5.9
XAN	Exantas Capital	3.96
XBIO	Xenetic Biosciences	2.46
XBIT	XBiotech	19.58
XCUR	Exicure	2.17
XEC	Cimarex Energy	43.42
XEL	Xcel Energy	63.94
XELA	Exela Technologies	2.07
XELB	XCel Brands	1.61
XENE	Xenon Pharmaceuticals	15.55
XENT	Intersect ENT	23.07
XERS	Xeris Pharmaceuticals	5.36
XFOR	X4 Pharmaceuticals	7.81
XGN	Exagen	15.73
XHR	Xenia Hotels & Resorts	14.92
XIACF	Xiaomi	3.86
XIN	Xinyuan Real Estate	2.29
XL	XL Fleet	20.22
XLNX	Xilinx	135.31
XLRN	Acceleron Pharma	116.6
XNCR	Xencor	46.01
XNET	Xunlei	4.89
XOGAQ	Extraction Oil & Gas	0.0
XOM	Exxon Mobil	44.92
XOMA	XOMA Corporation	36.82
XONE	ExOne Company	30.86
XP	XP Inc.	47.15
XPEL	XPEL, Inc.	49.23
XPER	Xperi Corporation	19.62
XPEV	XPeng	49.27
XPL	Solitario Zinc	0.8
XPO	XPO Logistics	114.9
XPOA	DPCM Capital	10.78
XRAY	Dentsply Sirona	53.92
XRF	China Rapid Finance	0.29
XRX	Xerox	22.59
XSPA	XpresSpa Group	2.33
XTEG	XT Energy Group	0.05
XTGRF	Xtra-Gold Resources	1.07
XTLB	XTL Biopharmaceuticals	3.1
XTNT	Xtant Medical Holdings	1.49
XXII	22nd Century Group	2.48
XYF	X Financial	2.23
XYL	Xylem	97.14
XYNO	Xynomic Pharmaceutical	3.77
Y	Alleghany	575.49
YAC	Yucaipa Acquisition	10.47
YALA	Yalla Group	28.78
YAYO	Rideshare Rental	2.4
YCBD	cbdMD	3.91
YECO	Yulong Eco-Materials	4.25
YELP	Yelp Inc.	33.71
YETI	YETI Holdings	67.14
YEXT	Yext, Inc.	17.17
YGMZ	MingZhu Logistics	23.2
YGYI	Youngevity International	0.32
YI	111, Inc.	12.02
YIN	Yintech Investment Holdings	35
YJ	Yunji	2.33
YMAB	Y-mAbs Therapeutics	42.53
YMTX	Yumanity Therapeutics	17.89
YNDX	Yandex	63.6
YOGAQ	YogaWorks	0.03
YORW	York Water Company	43.8
YPF	YPF S.A.	4.01
YQ	17 Education & Technology	14.01
YRCW	YRC Worldwide	5.36
YRD	Yiren Digital	3.59
YRIV	Yangtze River Port & Logistics	0.12
YSAC	Yellowstone Acquisition	10.2
YSG	Yatsen Holding	19.15
YTEN	Yield10 Bioscience	13.62
YTRA	Yatra Online	2.08
YUANF	Fincera	0.46
YUM	Yum! Brands	103.06
YUMAQ	Yuma Energy	0.13
YUMC	Yum China	57.78
YVR	Liquid Media Group	2.03
YY	JOYY Inc.	95.55
Z	Zillow	137.05
ZAGG	Zagg Inc.	4.24
ZBH	Zimmer Biomet	153.9
ZBRA	Zebra Technologies	397.33
ZCMD	Zhongchao	1.85
ZDGE	Zedge, Inc.	8.23
ZEAL	Zealand Pharma A/S	33.02
ZEN	Zendesk	147.73
ZEUS	Olympic Steel	14.71
ZG	Zillow	146.33
ZGNX	Zogenix	19.42
ZGYH	Yunhong International	10.11
ZI	ZoomInfo Technologies	50.22
ZIM	ZIM Integrated Shipping Services	13.62
ZION	Zions Bancorporation	44.7
ZIOP	ZIOPHARM Oncology	3.79
ZIVO	Zivo Bioscience	0.15
ZIXI	Zix Corporation	8.32
ZKIN	ZK International Group	2.95
ZLAB	Zai Lab	165.36
ZM	Zoom Video Communications	381.93
ZNGA	Zynga Inc.	10.14
ZNH	China Southern Airlines	28.66
ZNOG	Zion Oil & Gas	0.7
ZNTL	Zentalis Pharmaceuticals	38.16
ZOM	Zomedica	1.1
ZS	Zscaler	204.47
ZSAN	Zosano Pharma	0.98
ZTNO	Zoom Technologies	0.2
ZTO	ZTO Express (Cayman) Inc.	34.26
ZTS	Zoetis	155.58
ZUMZ	Zumiez	42.38
ZUO	Zuora	14.24
ZVO	Zovio	5.18
ZXAIY	China Zenix Auto International	0.43
ZYME	Zymeworks	35.64
ZYNE	Zynerba Pharmaceuticals	3.48
ZYXI	Zynex	18.17
